Power (Kw),Burn,Cycle_1,Cycle_2,data_type
"[0.997402,1.027988,1.039178,1.09662,1.168236,1.21225,1.239852,1.28685,1.35772,1.430828,1.471858,1.4994599999999998,1.5680919999999998,1.6412000000000002,1.705356,1.73818,1.7642900000000001,1.819494,1.882904,1.9209500000000002,1.9410919999999998,1.9716779999999998,2.012708,2.0492619999999997,2.076864,2.076864,2.10372,2.131322,2.152956,2.156686,2.165638,2.183542,2.2171119999999997,2.23427,2.220096,2.2327779999999997,2.240984,2.255158,2.252174,2.2514279999999998,2.26038,2.289474,2.30887,2.302902,2.3006640000000003,2.314838,2.329012,2.325282,2.306632,2.310362,2.317822,2.328266,2.303648,2.29395,2.2902199999999997,2.298426,2.29768,2.27903,2.280522,2.283506,2.304394,2.290966,2.287982,2.290966,2.306632,2.317822,2.298426,2.2969340000000003,2.308124,2.321552,2.311108,2.292458,2.283506,2.279776,2.27903,2.254412,2.23427,2.231286,2.235762,2.22681,2.20816,2.203684,2.209652,2.22681,2.211144,2.194732,2.199954,2.2171119999999997,2.22681,2.211144,2.214874,2.223826,2.249936,2.239492,2.222334,2.222334,2.229048,2.238746,2.22681,2.220096,2.217858,2.2327779999999997,2.2208419999999998,2.2007000000000003,2.1939859999999998,2.1902559999999998,2.2007000000000003,2.183542,2.180558,2.176828,2.192494,2.199954,2.177574,2.169368,2.179812,2.196224,2.188764,2.176082,2.182796,2.2007000000000003,2.21189,2.199954,2.199954,2.207414,2.2283020000000002,2.22681,2.214128,2.205176,2.217858,2.2283020000000002,2.213382,2.199954,2.192494,2.202938,2.2007000000000003,2.182796,2.172352,2.180558,2.199954,2.199954,2.188764,2.1902559999999998,2.209652,2.22681,2.217858,2.220096,2.23427,2.266348,2.273808,2.277538,2.287236,2.306632,2.329012,2.3170759999999997,2.30887,2.30887,2.326028,2.3319959999999997,2.315584,2.308124,2.3118540000000003,2.33498,2.321552,2.313346,2.304394,2.314092,2.326028,2.313346,2.302902,2.313346,2.33498,2.330504,2.318568,2.313346,2.320806,2.33871,2.325282,2.315584,2.30887,2.3237900000000002,2.321552,2.306632,2.293204,2.292458,2.298426,2.276046,2.266348,2.2514279999999998,2.262618,2.2588880000000002,2.24173,2.2275560000000003,2.22681,2.242476,2.23054,2.213382,2.209652,2.222334,2.235016,2.232032,2.229048,2.237254,2.266348,2.268586,2.2633639999999997,2.259634,2.268586,2.285744,2.28276,2.266348,2.25665,2.267094,2.268586,2.255158,2.24173,2.238746,2.2588880000000002,2.255158,2.242476,2.231286,2.238746,2.238746,2.222334,2.199208,2.176828,2.1633999999999998,2.127592,2.072388,2.0022640000000003,1.976154,1.931394,1.85008,1.781448,1.721022,1.692674,1.627026,1.534522,1.449478,1.388306,1.359958,1.31296,1.239852,1.170474,1.117508,1.0742399999999999,1.035448,0.998148,0.959356,0.9362299999999999]",0,209,0,0
"[0.9630859999999999,0.993672,1.038432,1.142126,1.228662,1.293564,1.3286259999999999,1.407702,1.502444,1.582266,1.621058,1.658358,1.7463860000000002,1.819494,1.888872,1.9269180000000001,1.966456,2.035088,2.093276,2.131322,2.146242,2.182796,2.23427,2.281268,2.29768,2.310362,2.339456,2.373026,2.390184,2.3849620000000002,2.396898,2.41704,2.446134,2.445388,2.442404,2.4617999999999998,2.479704,2.496862,2.48418,2.479704,2.4886559999999998,2.4953700000000003,2.493132,2.470752,2.467022,2.470006,2.47672,2.459562,2.436436,2.437928,2.449118,2.45061,2.423754,2.4245,2.4349439999999998,2.452102,2.442404,2.427484,2.4319599999999997,2.445388,2.455086,2.43569,2.42823,2.427484,2.444642,2.43569,2.39839,2.386454,2.3849620000000002,2.390184,2.3625819999999997,2.346916,2.343186,2.355868,2.356614,2.33498,2.33498,2.344678,2.364074,2.355868,2.341694,2.352138,2.365566,2.38347,2.36855,2.363328,2.370042,2.390184,2.3849620000000002,2.364074,2.3625819999999997,2.3737719999999998,2.390184,2.3745179999999997,2.364074,2.3588519999999997,2.366312,2.367058,2.339456,2.33498,2.336472,2.361836,2.349154,2.3357259999999997,2.336472,2.345424,2.355868,2.324536,2.320806,2.32006,2.344678,2.336472,2.318568,2.3170759999999997,2.3327419999999996,2.3499,2.3319959999999997,2.3170759999999997,2.314092,2.324536,2.328266,2.298426,2.2902199999999997,2.296188,2.313346,2.29768,2.272316,2.268586,2.2752999999999997,2.277538,2.258142,2.2484439999999997,2.24919,2.276046,2.2752999999999997,2.259634,2.2633639999999997,2.279776,2.29768,2.293204,2.29395,2.30141,2.3319959999999997,2.348408,2.330504,2.33125,2.334234,2.352884,2.339456,2.318568,2.313346,2.325282,2.329012,2.30141,2.289474,2.28649,2.3006640000000003,2.29395,2.273808,2.2752999999999997,2.290966,2.306632,2.2969340000000003,2.2902199999999997,2.294696,2.3237900000000002,2.3327419999999996,2.315584,2.315584,2.330504,2.351392,2.343186,2.3275200000000003,2.324536,2.3357259999999997,2.339456,2.306632,2.296188,2.292458,2.306632,2.290966,2.272316,2.2588880000000002,2.276792,2.281268,2.2588880000000002,2.239492,2.23054,2.246206,2.24546,2.222334,2.220096,2.2327779999999997,2.2588880000000002,2.254412,2.24546,2.24546,2.269332,2.283506,2.272316,2.267094,2.276046,2.306632,2.29768,2.28649,2.27903,2.290966,2.302902,2.281268,2.267094,2.269332,2.292458,2.2969340000000003,2.27903,2.2633639999999997,2.272316,2.283506,2.254412,2.220096,2.187272,2.176082,2.141766,2.07388,1.9933120000000002,1.958996,1.9306480000000001,1.85008,1.765036,1.696404,1.68223,1.6203120000000002,1.5322839999999998,1.43232,1.3607040000000001,1.348768,1.298786,1.227916,1.153316,1.094382,1.071256,1.0399239999999998,0.9966560000000001,0.951896]",0,209,1,0
"[1.0160520000000002,1.042162,1.0608119999999999,1.155554,1.248804,1.291326,1.30177,1.371148,1.4606679999999999,1.539744,1.565108,1.575552,1.675516,1.761306,1.8239699999999999,1.839636,1.8717139999999999,1.948552,2.023898,2.07388,2.099244,2.154448,2.216366,2.279776,2.29395,2.307378,2.351392,2.3961520000000003,2.4312139999999998,2.423754,2.446134,2.4886559999999998,2.529686,2.539384,2.52521,2.5460979999999998,2.56624,2.5796680000000003,2.557288,2.5460979999999998,2.5528120000000003,2.5692239999999997,2.560272,2.52521,2.5155119999999997,2.52521,2.5378920000000003,2.51402,2.496862,2.5073060000000003,2.53267,2.541622,2.522226,2.52521,2.5364,2.557288,2.5460979999999998,2.514766,2.52521,2.534908,2.541622,2.511782,2.4886559999999998,2.478212,2.494624,2.482688,2.4431499999999997,2.428976,2.4386740000000002,2.452102,2.42077,2.397644,2.397644,2.41704,2.415548,2.387946,2.3849620000000002,2.396898,2.4319599999999997,2.421516,2.403612,2.4080880000000002,2.427484,2.444642,2.42077,2.407342,2.41704,2.43942,2.446134,2.418532,2.415548,2.427484,2.449118,2.423754,2.4013739999999997,2.399882,2.417786,2.4245,2.4013739999999997,2.393914,2.403612,2.428976,2.414802,2.3872,2.382724,2.403612,2.42077,2.397644,2.3894379999999997,2.4006279999999998,2.4312139999999998,2.42823,2.397644,2.399882,2.410326,2.425992,2.408834,2.386454,2.386454,2.408834,2.414802,2.38347,2.370788,2.377502,2.397644,2.3849620000000002,2.355122,2.360344,2.378994,2.39466,2.3745179999999997,2.3588519999999997,2.363328,2.399882,2.393168,2.3737719999999998,2.37601,2.391676,2.425246,2.415548,2.4013739999999997,2.399882,2.427484,2.434198,2.4013739999999997,2.387946,2.396898,2.42077,2.405104,2.3745179999999997,2.36855,2.382724,2.390184,2.3595979999999996,2.34617,2.35363,2.382724,2.3849620000000002,2.363328,2.355122,2.37601,2.40212,2.386454,2.3745179999999997,2.3745179999999997,2.4006279999999998,2.414802,2.390184,2.37601,2.3849620000000002,2.4080880000000002,2.393914,2.3625819999999997,2.346916,2.3625819999999997,2.370788,2.34617,2.3275200000000003,2.330504,2.355122,2.3499,2.324536,2.302902,2.317822,2.3357259999999997,2.3170759999999997,2.299918,2.306632,2.340948,2.355122,2.33871,2.33125,2.34617,2.37601,2.370788,2.3499,2.3424400000000003,2.367058,2.380486,2.3595979999999996,2.33498,2.3327419999999996,2.35363,2.343186,2.32006,2.302902,2.321552,2.348408,2.334234,2.310362,2.306632,2.334234,2.340948,2.313346,2.287982,2.289474,2.2969340000000003,2.259634,2.206668,2.151464,2.135052,2.09626,2.0074859999999997,1.9090140000000002,1.86127,1.85008,1.768766,1.6620880000000002,1.560632,1.519602,1.474842,1.401734,1.308484,1.233884,1.2234399999999999,1.183902,1.121984,1.056336,1.0085920000000002,1.010084,0.9862120000000001,0.9392139999999999]",0,209,2,0
"[1.01083,1.14138,1.256264,1.31669,1.404718,1.5270620000000001,1.671786,1.765036,1.8306840000000002,1.910506,2.0067399999999997,2.112672,2.168622,2.214874,2.270824,2.35363,2.4110720000000003,2.421516,2.4431499999999997,2.48418,2.5378920000000003,2.556542,2.56624,2.578176,2.6154759999999997,2.6490460000000002,2.635618,2.6266659999999997,2.639348,2.676648,2.693806,2.680378,2.6796320000000002,2.701266,2.7258839999999998,2.7117099999999996,2.690076,2.67814,2.702758,2.709472,2.675156,2.646808,2.646808,2.6572519999999997,2.634872,2.604286,2.583398,2.598318,2.60727,2.5841439999999998,2.567732,2.563256,2.5916040000000002,2.590858,2.564002,2.545352,2.557288,2.578176,2.56251,2.534908,2.52148,2.535654,2.533416,2.4953700000000003,2.460308,2.460308,2.474482,2.462546,2.43942,2.427484,2.441658,2.4617999999999998,2.445388,2.4312139999999998,2.429722,2.46553,2.470006,2.4617999999999998,2.45061,2.470006,2.511782,2.503576,2.497608,2.49164,2.525956,2.5431139999999997,2.531924,2.511782,2.52521,2.556542,2.554304,2.5364,2.51775,2.531924,2.548336,2.52894,2.505814,2.5005919999999997,2.533416,2.533416,2.508052,2.4886559999999998,2.502084,2.525956,2.508052,2.48418,2.479704,2.505814,2.516258,2.502084,2.4804500000000003,2.481196,2.5073060000000003,2.503576,2.479704,2.4535940000000003,2.4737359999999997,2.486418,2.472244,2.444642,2.4349439999999998,2.460308,2.449864,2.423754,2.393914,2.405104,2.427484,2.415548,2.396898,2.387946,2.42077,2.43569,2.4245,2.405104,2.421516,2.455086,2.466276,2.455086,2.4468799999999997,2.47672,2.5005919999999997,2.483434,2.460308,2.456578,2.483434,2.4849259999999997,2.4692600000000002,2.4468799999999997,2.4588159999999997,2.4804500000000003,2.470006,2.456578,2.4431499999999997,2.467022,2.4804500000000003,2.47672,2.455086,2.464038,2.497608,2.502084,2.493878,2.47299,2.499846,2.5192419999999998,2.512528,2.490894,2.4886559999999998,2.511782,2.516258,2.5005919999999997,2.472244,2.477466,2.493132,2.479704,2.449118,2.4319599999999997,2.4535940000000003,2.456578,2.4386740000000002,2.407342,2.4110720000000003,2.43569,2.434198,2.408834,2.386454,2.405104,2.418532,2.41704,2.39839,2.4013739999999997,2.43569,2.444642,2.4386740000000002,2.421516,2.436436,2.460308,2.466276,2.4431499999999997,2.434198,2.457324,2.467768,2.449118,2.42077,2.4245,2.442404,2.444642,2.427484,2.403612,2.42823,2.4431499999999997,2.43942,2.408834,2.4006279999999998,2.419278,2.415548,2.3894379999999997,2.341694,2.330504,2.3237900000000002,2.283506,2.205176,2.1216239999999997,2.10372,2.061198,1.968694,1.860524,1.806066,1.765782,1.696404,1.591964,1.48827,1.440526,1.3994959999999999,1.3360859999999999,1.248804,1.17495,1.145856,1.12273,1.080208,1.0145600000000001,0.972784,0.951896,0.941452]",0,209,3,0
"[0.974276,1.019036,1.102588,1.23836,1.363688,1.4524620000000001,1.538998,1.653882,1.7792099999999997,1.8732060000000001,1.948552,2.020168,2.10745,2.205176,2.262618,2.304394,2.3424400000000003,2.4013739999999997,2.449864,2.466276,2.481196,2.5073060000000003,2.554304,2.5692239999999997,2.571462,2.564002,2.587128,2.60727,2.600556,2.590858,2.593842,2.6266659999999997,2.6371100000000003,2.631142,2.625174,2.63338,2.65949,2.6572519999999997,2.6415859999999998,2.628904,2.6415859999999998,2.650538,2.634872,2.6109999999999998,2.60354,2.61846,2.613984,2.5916040000000002,2.56997,2.580414,2.5916040000000002,2.583398,2.570716,2.560272,2.587128,2.587128,2.578176,2.555796,2.555796,2.570716,2.570716,2.555796,2.538638,2.553558,2.555796,2.534908,2.503576,2.486418,2.5005919999999997,2.498354,2.477466,2.4617999999999998,2.4737359999999997,2.487164,2.47672,2.464038,2.455086,2.477466,2.4849259999999997,2.481196,2.464038,2.479704,2.498354,2.497608,2.4886559999999998,2.472244,2.490148,2.5005919999999997,2.496862,2.4804500000000003,2.478212,2.494624,2.498354,2.482688,2.4617999999999998,2.46553,2.477466,2.472244,2.455832,2.446134,2.4617999999999998,2.467022,2.4535940000000003,2.428976,2.425992,2.4431499999999997,2.43569,2.4245,2.40212,2.419278,2.428976,2.427484,2.407342,2.4080880000000002,2.4245,2.423754,2.414802,2.3961520000000003,2.405104,2.412564,2.407342,2.39093,2.380486,2.399882,2.39839,2.3894379999999997,2.3625819999999997,2.367058,2.382724,2.39093,2.370788,2.364074,2.390184,2.4006279999999998,2.403612,2.390184,2.391676,2.4118180000000002,2.428976,2.428976,2.412564,2.432706,2.45061,2.4468799999999997,2.428976,2.4080880000000002,2.421516,2.4349439999999998,2.423754,2.396898,2.405104,2.415548,2.42077,2.39839,2.38347,2.403612,2.412564,2.4118180000000002,2.393914,2.393914,2.41704,2.434198,2.42077,2.4013739999999997,2.41704,2.425992,2.4312139999999998,2.4110720000000003,2.403612,2.415548,2.4245,2.4118180000000002,2.37974,2.382724,2.387946,2.3849620000000002,2.363328,2.3424400000000003,2.352138,2.3625819999999997,2.360344,2.339456,2.33871,2.355122,2.3595979999999996,2.345424,2.322298,2.33498,2.355868,2.365566,2.349154,2.352138,2.370042,2.3894379999999997,2.3872,2.370788,2.386454,2.4043579999999998,2.421516,2.407342,2.39839,2.408834,2.418532,2.4080880000000002,2.3849620000000002,2.382724,2.3894379999999997,2.397644,2.386454,2.370042,2.37974,2.393914,2.39839,2.370042,2.36855,2.370042,2.36855,2.344678,2.302902,2.2752999999999997,2.25292,2.225318,2.158178,2.080594,2.0373259999999997,2.00301,1.9194579999999999,1.812034,1.744148,1.6978959999999998,1.64493,1.5479500000000002,1.453208,1.388306,1.35399,1.295056,1.2234399999999999,1.153316,1.121984,1.10408,1.0608119999999999,1.011576,0.9705459999999999,0.945182,0.934738]",0,209,4,0
"[0.9653240000000001,1.091398,1.172712,1.21971,1.30923,1.453954,1.585996,1.670294,1.7463860000000002,1.826208,1.9410919999999998,2.045532,2.1164020000000003,2.173098,2.252174,2.3499,2.412564,2.449864,2.47672,2.5378920000000003,2.5945880000000003,2.617714,2.631142,2.650538,2.702758,2.732598,2.738566,2.73036,2.751248,2.781834,2.785564,2.757962,2.743042,2.761692,2.766168,2.749756,2.7117099999999996,2.6990279999999998,2.7146939999999997,2.713202,2.684854,2.6572519999999997,2.671426,2.688584,2.681124,2.657998,2.646808,2.667696,2.681124,2.667696,2.647554,2.66322,2.680378,2.6796320000000002,2.6527760000000002,2.619206,2.628904,2.62592,2.605032,2.564002,2.555796,2.575938,2.5796680000000003,2.560272,2.524464,2.54013,2.555796,2.5460979999999998,2.5192419999999998,2.508052,2.5311779999999997,2.553558,2.54386,2.5274479999999997,2.5378920000000003,2.565494,2.578176,2.56624,2.554304,2.581906,2.605032,2.604286,2.583398,2.586382,2.605032,2.617714,2.599064,2.5729539999999997,2.590112,2.6109999999999998,2.612492,2.587874,2.580414,2.5953340000000003,2.605032,2.5916040000000002,2.557288,2.553558,2.5737,2.571462,2.553558,2.52894,2.54013,2.553558,2.546844,2.5073060000000003,2.508052,2.52148,2.525956,2.512528,2.477466,2.493878,2.508798,2.5073060000000003,2.474482,2.4588159999999997,2.477466,2.4849259999999997,2.47672,2.446134,2.4588159999999997,2.483434,2.4953700000000003,2.479704,2.463292,2.48791,2.505068,2.51402,2.4953700000000003,2.505814,2.534908,2.55878,2.5528120000000003,2.535654,2.545352,2.560272,2.565494,2.538638,2.5274479999999997,2.549828,2.56251,2.555796,2.522226,2.529686,2.548336,2.557288,2.52894,2.51402,2.5274479999999997,2.549082,2.550574,2.5192419999999998,2.518496,2.54013,2.555796,2.5378920000000003,2.511782,2.522972,2.538638,2.54013,2.503576,2.490148,2.496862,2.508052,2.4886559999999998,2.452102,2.445388,2.45061,2.460308,2.4312139999999998,2.407342,2.418532,2.428976,2.427484,2.390184,2.386454,2.4013739999999997,2.419278,2.4013739999999997,2.380486,2.4013739999999997,2.423754,2.442404,2.418532,2.415548,2.43942,2.464038,2.463292,2.43942,2.449864,2.466276,2.48791,2.466276,2.4431499999999997,2.455086,2.472244,2.470006,2.43942,2.436436,2.455086,2.474482,2.464038,2.449864,2.462546,2.486418,2.496862,2.472244,2.467022,2.482688,2.512528,2.512528,2.4886559999999998,2.481196,2.493132,2.490894,2.43569,2.391676,2.358106,2.33871,2.292458,2.203684,2.127592,2.112672,2.095514,2.004502,1.886634,1.826954,1.7829400000000002,1.701626,1.591964,1.491254,1.453208,1.44351,1.373386,1.281628,1.2003139999999999,1.1525699999999999,1.149586,1.105572,1.048876,1.0033699999999999,0.983228,0.9526419999999999]",1,210,0,0
"[1.007846,1.11527,1.1846480000000001,1.245074,1.378608,1.530792,1.6464219999999998,1.72699,1.7948760000000001,1.91349,2.026882,2.123862,2.180558,2.25665,2.352884,2.4319599999999997,2.4804500000000003,2.504322,2.554304,2.612492,2.66322,2.671426,2.684854,2.723646,2.76393,2.766914,2.755724,2.759454,2.788548,2.809436,2.8057060000000003,2.787802,2.811674,2.835546,2.850466,2.826594,2.818388,2.843752,2.8631480000000002,2.857926,2.825102,2.822864,2.8325620000000002,2.843006,2.809436,2.7781040000000004,2.785564,2.7952619999999997,2.791532,2.757962,2.751248,2.761692,2.7788500000000003,2.761692,2.732598,2.738566,2.74901,2.760946,2.733344,2.716186,2.723646,2.742296,2.725138,2.687092,2.67441,2.6856,2.6841079999999997,2.6490460000000002,2.612492,2.619206,2.6371100000000003,2.636364,2.601302,2.5953340000000003,2.60727,2.628904,2.608762,2.5848899999999997,2.598318,2.625174,2.640094,2.621444,2.61846,2.638602,2.67068,2.667696,2.643078,2.649792,2.67068,2.691568,2.675156,2.6572519999999997,2.6572519999999997,2.675156,2.675156,2.638602,2.6266659999999997,2.639348,2.65949,2.6490460000000002,2.62592,2.6266659999999997,2.647554,2.65949,2.63338,2.621444,2.62965,2.6572519999999997,2.6572519999999997,2.62965,2.622936,2.638602,2.656506,2.631888,2.6109999999999998,2.605778,2.625174,2.624428,2.590858,2.5729539999999997,2.5796680000000003,2.599064,2.5796680000000003,2.5460979999999998,2.5378920000000003,2.5528120000000003,2.55878,2.52521,2.508052,2.51775,2.5460979999999998,2.54386,2.514766,2.508052,2.529686,2.550574,2.5431139999999997,2.533416,2.5460979999999998,2.576684,2.5916040000000002,2.5692239999999997,2.557288,2.567732,2.59235,2.578176,2.553558,2.549828,2.571462,2.578176,2.55878,2.5378920000000003,2.5431139999999997,2.5737,2.565494,2.5431139999999997,2.54013,2.556542,2.58862,2.576684,2.563256,2.564002,2.599064,2.6109999999999998,2.5945880000000003,2.580414,2.590112,2.622936,2.6147299999999998,2.5945880000000003,2.586382,2.604286,2.605778,2.580414,2.56251,2.561018,2.5796680000000003,2.570716,2.535654,2.5192419999999998,2.53267,2.548336,2.522226,2.493132,2.481196,2.5005919999999997,2.496862,2.47299,2.459562,2.4737359999999997,2.504322,2.503576,2.487164,2.4804500000000003,2.508798,2.52521,2.508798,2.493132,2.4953700000000003,2.5311779999999997,2.528194,2.501338,2.486418,2.5005919999999997,2.5192419999999998,2.501338,2.481196,2.479704,2.508798,2.5192419999999998,2.502084,2.487164,2.498354,2.52148,2.505068,2.47672,2.4468799999999997,2.455086,2.445388,2.3872,2.329012,2.290966,2.269332,2.218604,2.14102,2.045532,2.023898,1.9888359999999998,1.885888,1.765782,1.685214,1.672532,1.6053920000000002,1.5046819999999999,1.397258,1.332356,1.3398160000000001,1.295056,1.218218,1.13019,1.088414,1.0794620000000001,1.050368,0.997402,0.959356,0.9675619999999999,0.951896]",1,210,1,0
"[0.935484,0.9966560000000001,1.0324639999999998,1.114524,1.252534,1.384576,1.47708,1.5539180000000001,1.6740240000000002,1.8157640000000002,1.9269180000000001,2.016438,2.09626,2.194732,2.30887,2.376756,2.427484,2.467768,2.54013,2.604286,2.6371100000000003,2.654268,2.688584,2.743788,2.769898,2.773628,2.77139,2.802722,2.834054,2.840022,2.843006,2.843752,2.881052,2.8982099999999997,2.891496,2.880306,2.887766,2.9131299999999998,2.914622,2.892242,2.861656,2.877322,2.873592,2.860164,2.833308,2.814658,2.829578,2.8258479999999997,2.8057060000000003,2.7833259999999997,2.796008,2.813166,2.815404,2.802722,2.789294,2.822864,2.829578,2.828832,2.813166,2.818388,2.8407679999999997,2.840022,2.816896,2.791532,2.799738,2.80123,2.785564,2.7527399999999997,2.740058,2.751248,2.755724,2.742296,2.708726,2.723646,2.739312,2.74528,2.725138,2.717678,2.738566,2.761692,2.759454,2.740058,2.746026,2.770644,2.776612,2.7564699999999998,2.735582,2.742296,2.760946,2.751248,2.7258839999999998,2.713202,2.719916,2.718424,2.702012,2.66695,2.669934,2.680378,2.677394,2.6527760000000002,2.640094,2.6572519999999997,2.6639660000000003,2.654268,2.62592,2.61846,2.638602,2.646808,2.63338,2.616222,2.62965,2.647554,2.654268,2.624428,2.61846,2.640094,2.649792,2.6371100000000003,2.6221900000000002,2.628158,2.643824,2.6527760000000002,2.631142,2.62592,2.638602,2.650538,2.649792,2.6266659999999997,2.625174,2.6415859999999998,2.65949,2.645316,2.632634,2.643078,2.6639660000000003,2.669934,2.649792,2.656506,2.6841079999999997,2.709472,2.707234,2.687092,2.698282,2.709472,2.713202,2.692314,2.671426,2.67814,2.687838,2.68187,2.65203,2.639348,2.643824,2.65576,2.631888,2.605778,2.61846,2.634872,2.6371100000000003,2.612492,2.608016,2.6221900000000002,2.6371100000000003,2.634872,2.60727,2.617714,2.62592,2.631888,2.611746,2.593842,2.601302,2.612492,2.60727,2.5737,2.564002,2.5737,2.580414,2.5692239999999997,2.546844,2.554304,2.5692239999999997,2.5737,2.553558,2.548336,2.564002,2.583398,2.581906,2.567732,2.578176,2.60354,2.62592,2.613984,2.60727,2.625174,2.647554,2.662474,2.640094,2.646808,2.662474,2.68187,2.666204,2.649792,2.646808,2.660236,2.660982,2.636364,2.6221900000000002,2.61846,2.640094,2.628904,2.605032,2.598318,2.608762,2.622936,2.5916040000000002,2.5729539999999997,2.563256,2.565494,2.535654,2.482688,2.43942,2.4043579999999998,2.367058,2.296188,2.211144,2.142512,2.09999,2.030612,1.915728,1.8038280000000002,1.754592,1.7247519999999998,1.6344859999999999,1.522586,1.42486,1.36518,1.340562,1.278644,1.206282,1.153316,1.12646,1.080208,1.030972,0.9884499999999999,0.9675619999999999,0.983228,0.9601019999999999]",1,210,2,0
"[0.9526419999999999,1.025004,1.097366,1.139888,1.222694,1.333102,1.430828,1.5061740000000001,1.560632,1.660596,1.754592,1.839636,1.886634,1.945568,2.031358,2.1134180000000002,2.183542,2.2327779999999997,2.302902,2.3692960000000003,2.448372,2.487164,2.529686,2.58862,2.640094,2.690076,2.702758,2.7266299999999997,2.754232,2.784072,2.79377,2.794516,2.811674,2.829578,2.851212,2.843006,2.830324,2.831816,2.844498,2.846736,2.831816,2.835546,2.84972,2.86837,2.863894,2.846736,2.854196,2.86464,2.875084,2.860164,2.860164,2.869862,2.897464,2.8982099999999997,2.884036,2.892242,2.901194,2.915368,2.901194,2.885528,2.875084,2.885528,2.884036,2.854196,2.848974,2.839276,2.846736,2.828832,2.8109279999999996,2.80123,2.80869,2.818388,2.7989919999999997,2.790786,2.792278,2.811674,2.811674,2.792278,2.789294,2.7975,2.811674,2.7952619999999997,2.781834,2.774374,2.780342,2.7781040000000004,2.739312,2.71917,2.7117099999999996,2.718424,2.701266,2.683362,2.67814,2.68187,2.691568,2.669934,2.660982,2.667696,2.687092,2.690076,2.684854,2.6908220000000003,2.702758,2.7214080000000003,2.712456,2.708726,2.709472,2.723646,2.733344,2.719916,2.712456,2.7214080000000003,2.739312,2.73036,2.718424,2.712456,2.7214080000000003,2.731852,2.716186,2.702758,2.702758,2.723646,2.7229,2.708726,2.698282,2.70425,2.71544,2.70798,2.6990279999999998,2.6945520000000003,2.7146939999999997,2.7214080000000003,2.7117099999999996,2.704996,2.709472,2.728868,2.718424,2.702012,2.691568,2.698282,2.70052,2.683362,2.67068,2.66695,2.680378,2.669934,2.654268,2.6371100000000003,2.643824,2.656506,2.6490460000000002,2.640094,2.632634,2.646062,2.649792,2.636364,2.63338,2.6423319999999997,2.666204,2.673664,2.67441,2.671426,2.695298,2.702012,2.6908220000000003,2.6796320000000002,2.67068,2.6908220000000003,2.6908220000000003,2.676648,2.660236,2.667696,2.67814,2.66695,2.6490460000000002,2.640094,2.654268,2.656506,2.647554,2.643824,2.654268,2.673664,2.67814,2.67814,2.666204,2.680378,2.690076,2.684854,2.672918,2.677394,2.6945520000000003,2.691568,2.683362,2.66322,2.65949,2.664712,2.6527760000000002,2.628904,2.6147299999999998,2.624428,2.624428,2.60727,2.5841439999999998,2.586382,2.5916040000000002,2.581906,2.571462,2.56251,2.578176,2.593842,2.593842,2.5848899999999997,2.5953340000000003,2.61846,2.631888,2.62965,2.6221900000000002,2.639348,2.657998,2.66322,2.660236,2.65203,2.667696,2.67068,2.656506,2.619206,2.598318,2.59235,2.557288,2.5073060000000003,2.4468799999999997,2.408834,2.363328,2.303648,2.216366,2.145496,2.1216239999999997,2.0515,1.9478060000000001,1.8448579999999999,1.7889080000000002,1.712816,1.621058,1.5203479999999998,1.446494,1.4203839999999999,1.364434,1.298786,1.224932,1.16003,1.136158,1.109302,1.063796,1.015306,0.990688,0.963832,0.942944]",1,210,3,0
